number,,,temp,,,hum,,,temp,
,,time,Max,Avg,Min,Max,Avg,Min,Avg,
1663,,19,53,43,31,88,55.9,31,6.111111111,2018
1664,,20,59,49,34,67,42.9,28,9.444444444,2018
1665,,21,58,52.3,46,61,39.6,26,11.27777778,2018
1666,,22,72,57.7,47,56,35.3,17,14.27777778,2018
1667,,23,73,60.8,48,52,33.1,18,16,2018
1668,,24,75,61,47,66,44.5,23,16.11111111,2018
1669,,25,66,56.4,48,66,42.3,21,13.55555556,2018
1670,,26,72,56.8,41,76,45.2,22,13.77777778,2018
1671,,27,77,58.5,42,66,42.1,19,14.72222222,2018
1672,,28,62,52.9,43,74,43.4,21,11.61111111,2018
1673,,29,72,58.9,43,42,29.8,21,14.94444444,2018
1674,,30,83,70.4,56,52,39,26,21.33333333,2018
1675,5,1,77,69,59,87,68.6,44,20.55555556,2018
1676,,2,69,64.3,60,97,86.8,75,17.94444444,2018
1677,,3,75,63.1,57,100,91.3,69,17.27777778,2018
1678,,4,77,65.2,54,93,59.1,30,18.44444444,2018
1679,,5,83,68.8,55,69,46.9,24,20.44444444,2018
1680,,6,83,70.2,58,75,48.4,29,21.22222222,2018
1681,,7,80,69.2,54,64,40.8,27,20.66666667,2018
1682,,8,84,73.1,62,48,41.3,34,22.83333333,2018
1683,,9,77,71,63,84,57.7,43,21.66666667,2018
1684,,10,78,67.3,55,93,58.7,35,19.61111111,2018
1685,,11,61,56.3,50,93,78.3,46,13.5,2018
1686,,12,59,52.5,48,97,90.1,83,11.38888889,2018
1687,,13,69,57.4,53,100,89.5,73,14.11111111,2018
1688,,14,82,66.1,59,96,82.3,51,18.94444444,2018
1689,,15,79,69.2,61,93,71,48,20.66666667,2018
1690,,16,83,71.9,60,90,61,35,22.16666667,2018
1691,,17,83,74.3,62,80,51,33,23.5,2018
1692,,18,84,72.4,62,84,60.8,41,22.44444444,2018
1693,,19,81,69.3,62,93,78.1,56,20.72222222,2018
1694,,20,68,61.7,58,97,81.9,73,16.5,2018
1695,,21,74,64.1,58,97,85.1,66,17.83333333,2018
1696,,22,79,69.2,60,97,78.7,58,20.66666667,2018
1697,,23,86,77.1,67,84,65.9,49,25.05555556,2018
1698,,24,88,78.5,69,84,63.8,43,25.83333333,2018
1699,,25,88,78,68,90,68.7,49,25.55555556,2018
1700,,26,95,82.8,69,87,58.5,32,28.22222222,2018
1701,,27,97,85.4,73,85,58.5,33,29.66666667,2018
1702,,28,97,84.5,74,79,56.3,34,29.16666667,2018
1703,,29,95,77.8,68,87,70.6,34,25.44444444,2018
1704,,30,84,74.6,66,93,70.9,49,23.66666667,2018
1705,,31,93,80,67,84,54.2,31,26.66666667,2018
1706,6,1,94,83,67,79,49,27,28.33333333,2018
1707,,2,80,71.3,64,96,73.2,48,21.83333333,2018
1708,,3,82,71.4,59,75,44.4,24,21.88888889,2018
1709,,4,81,70.3,55,80,52.3,31,21.27777778,2018
1710,,5,89,77,62,75,54.5,35,25,2018
1711,,6,92,73.9,65,93,73.7,50,23.27777778,2018
1712,,7,85,77.3,66,87,65.5,49,25.16666667,2018
1713,,8,87,79.8,72,87,71,57,26.55555556,2018
1714,,9,89,81.1,73,87,67.4,51,27.27777778,2018
1715,,10,77,71.3,68,93,87.4,71,21.83333333,2018
1716,,11,80,72.2,66,97,85,71,22.33333333,2018
1717,,12,85,78.1,69,87,70.4,58,25.61111111,2018
1718,,13,81,73.9,65,78,50.2,32,23.27777778,2018
1719,,14,80,70.4,62,93,73.3,55,21.33333333,2018
1720,,15,92,83,72,87,66.3,50,28.33333333,2018
1721,,16,93,84.3,74,85,66,50,29.05555556,2018
1722,,17,93,85,76,82,64.3,50,29.44444444,2018
1723,,18,93,82.6,73,91,69.3,50,28.11111111,2018
1724,,19,80,75.2,73,93,86.6,74,24,2018
1725,,20,81,74.9,68,94,81.6,68,23.83333333,2018
1726,,21,75,67.3,62,93,83.5,62,19.61111111,2018
1727,,22,73,67.6,62,87,75.4,59,19.77777778,2018
1728,,23,79,71.8,63,93,72.8,58,22.11111111,2018
1729,,24,84,72.7,66,90,80.2,67,22.61111111,2018
1730,,25,75,71,67,93,84.1,73,21.66666667,2018
1731,,26,81,71.1,64,93,79.1,60,21.72222222,2018
1732,,27,86,77.1,66,90,70.5,46,25.05555556,2018
1733,,28,83,75.6,70,91,77.2,64,24.22222222,2018
1734,,29,94,84.6,74,94,72.9,54,29.22222222,2018
1735,,30,91,80.5,71,100,80.2,61,26.94444444,2018
1736,7,1,82,74.8,70,96,77.1,54,23.77777778,2018
1737,,2,84,75.9,65,93,67.7,47,24.38888889,2018
1738,,3,91,81.5,69,87,72.8,59,27.5,2018
1739,,4,93,83.1,74,90,71.5,54,28.38888889,2018
1740,,5,88,78.7,72,93,71,46,25.94444444,2018
1741,,6,84,75.9,66,81,61.1,47,24.38888889,2018
1742,,7,82,74.3,65,78,61.4,44,23.5,2018
1743,,8,86,75.4,63,84,61.7,41,24.11111111,2018
1744,,9,92,80.5,64,78,60.6,45,26.94444444,2018
1745,,10,91,83.4,77,84,67.8,55,28.55555556,2018
1746,,11,93,79.7,0,85,65.5,0,26.5,2018
1747,,12,96,84.5,73,77,62.5,46,29.16666667,2018
1748,,13,94,80.4,73,100,74,50,26.88888889,2018
1749,,14,88,78,71,100,80.3,51,25.55555556,2018
1750,,15,90,78.8,72,100,80.6,52,26,2018
1751,,16,87,78.3,72,93,65,36,25.72222222,2018
1752,,17,85,76.5,68,81,59.5,41,24.72222222,2018
1753,,18,85,77.6,68,90,65.9,46,25.33333333,2018
1754,,19,89,76.8,69,93,73.6,53,24.88888889,2018
1755,,20,81,73.6,67,84,68.1,50,23.11111111,2018
1756,,21,83,75.3,66,93,68.3,49,24.05555556,2018
1757,,22,85,74.8,66,90,67.4,41,23.77777778,2018
1758,,23,86,76.4,65,97,70.6,44,24.66666667,2018
1759,,24,85,75.5,65,84,59,36,24.16666667,2018
1760,,25,86,74.7,65,87,68.8,40,23.72222222,2018
1761,,26,81,72.4,63,87,59.8,39,22.44444444,2018
1762,,27,78,68.8,58,90,63,42,20.44444444,2018
1763,,28,75,68.8,61,87,71.2,57,20.44444444,2018
1764,,29,80,71.3,64,93,71.3,48,21.83333333,2018
1765,,30,80,71.9,62,96,67.5,45,22.16666667,2018
1766,,31,86,74,61,97,63.9,37,23.33333333,2018
1767,8,1,87,75.8,63,90,63.2,38,24.33333333,2018
1768,,2,83,72.4,61,93,68.3,44,22.44444444,2018
1769,,3,94,80,64,87,56.6,32,26.66666667,2018
1770,,4,90,79.2,71,70,54.4,27,26.22222222,2018
1771,,5,96,79.7,70,90,64.7,36,26.5,2018
1772,,6,84,75.3,68,93,77.9,61,24.05555556,2018
1773,,7,83,74.6,68,100,80.7,53,23.66666667,2018
1774,,8,88,76.3,63,100,69.3,43,24.61111111,2018
1775,,9,94,81.2,70,87,65.3,38,27.33333333,2018
1776,,10,87,77.9,68,90,65.6,44,25.5,2018
1777,,11,86,79.6,69,90,62.3,46,26.44444444,2018
1778,,12,89,79.3,71,84,64.7,42,26.27777778,2018
1779,,13,92,80.1,68,87,59.9,34,26.72222222,2018
1780,,14,81,73.6,69,100,81.1,64,23.11111111,2018
1781,,15,87,74.6,69,100,85.3,49,23.66666667,2018
1782,,16,84,74.6,68,96,81.7,56,23.66666667,2018
1783,,17,86,75.1,66,96,76.1,55,23.94444444,2018
1784,,18,86,76.3,67,97,73.6,49,24.61111111,2018
1785,,19,82,74.9,67,100,79.8,58,23.83333333,2018
1786,,20,75,70.5,65,100,92.8,73,21.38888889,2018
1787,,21,75,67.9,61,97,81.4,66,19.94444444,2018
1788,,22,78,67.3,56,100,65,35,19.61111111,2018
1789,,23,78,67.7,58,81,71.4,50,19.83333333,2018
1790,,24,83,71.3,64,100,90.4,71,21.83333333,2018
1791,,25,90,82.2,69,100,63.8,42,27.88888889,2018
1792,,26,83,78.8,73,94,80.5,67,26,2018
1793,,27,91,80.6,72,96,74.6,54,27,2018
1794,,28,82,73.7,62,94,85.2,69,23.16666667,2018
1795,,29,75,66.1,57,93,68.6,44,18.94444444,2018
1796,,30,78,69.1,58,93,78.6,68,20.61111111,2018
1797,,31,83,72.6,68,100,86.3,60,22.55555556,2018
1798,9,1,86,74.7,67,100,85.6,69,23.72222222,2018
1799,,2,81,72.8,68,100,92.1,77,22.66666667,2018
1800,,3,79,72.2,68,100,95.5,82,22.33333333,2018
1801,,4,86,76.2,71,97,86.1,59,24.55555556,2018
1802,,5,75,71.3,67,100,93.6,81,21.83333333,2018
1803,,6,73,68.1,63,93,83.5,73,20.05555556,2018
1804,,7,66,62,57,97,83.8,72,16.66666667,2018
1805,,8,73,64.5,58,83,64.3,38,18.05555556,2018
1806,,9,74,63.8,54,97,72.7,50,17.66666667,2018
1807,,10,77,65.7,54,90,69.9,50,18.72222222,2018
1808,,11,81,69,57,90,73.9,52,20.55555556,2018
1809,,12,81,70.3,61,97,73.1,47,21.27777778,2018
1810,,13,84,72.8,62,90,76.7,56,22.66666667,2018
1811,,14,87,77.4,68,93,75.3,53,25.22222222,2018
1812,,15,90,78.8,70,93,73,48,26,2018
1813,,16,87,77.5,69,93,68.3,44,25.27777778,2018
1814,,17,90,79.7,71,81,65.5,48,26.5,2018
1815,,18,85,68.4,64,100,90,65,20.22222222,2018
1816,,19,81,70.3,65,100,92.8,76,21.27777778,2018
1817,,20,91,78.2,67,100,73.5,42,25.66666667,2018
1818,,21,68,59.9,49,97,72.4,49,15.5,2018
1819,,22,67,56.5,46,93,71.3,51,13.61111111,2018
1820,,23,76,63.3,51,89,71.3,48,17.38888889,2018
1821,,24,79,67,56,93,74,56,19.44444444,2018
1822,,25,65,59.5,49,100,94.6,77,15.27777778,2018
1823,,26,67,55.5,47,93,65.5,33,13.05555556,2018
1824,,27,73,60.6,49,77,57.6,35,15.88888889,2018
1825,,28,57,48.1,44,96,84,66,8.944444444,2018
1826,,29,50,46.4,42,100,92.9,68,8,2018
1827,,30,51,49.7,48,100,98.5,92,9.833333333,2018
1828,10,1,59,53.1,49,100,99.3,96,11.72222222,2018
1829,,2,66,54.9,50,100,97.1,89,12.72222222,2018
1830,,3,86,72.1,51,93,75.8,57,22.27777778,2018
1831,,4,57,49.6,39,76,62,47,9.777777778,2018
1832,,5,60,55,51,100,94.3,77,12.77777778,2018
1833,,6,55,50.1,48,100,92.5,82,10.05555556,2018
1834,,7,57,51.9,47,100,98.3,87,11.05555556,2018
1835,,8,73,62.7,54,100,95.8,79,17.05555556,2018
1836,,9,71,66.5,63,100,97.4,90,19.16666667,2018
1837,,10,67,51.7,40,97,80.6,68,10.94444444,2018
1838,,11,47,40.3,37,83,69.9,56,4.611111111,2018
1839,,12,44,39.6,33,100,90.2,79,4.222222222,2018
1840,,13,53,44.5,38,100,88.6,69,6.944444444,2018
1841,,14,45,38.9,34,100,93.2,85,3.833333333,2018
1842,,15,47,38.2,30,92,67.8,46,3.444444444,2018
1843,,16,64,47.7,31,89,62.8,40,8.722222222,2018
1844,,17,56,46,37,89,63.4,37,7.777777778,2018
1845,,18,66,51.3,37,82,64,43,10.72222222,2018
1846,,19,70,56.8,48,89,67.5,44,13.77777778,2018
1847,,20,50,44.6,33,72,52.8,33,7,2018
1848,,21,60,43.7,27,85,61.6,36,6.5,2018
1849,,22,68,52.8,40,93,55.5,23,11.55555556,2018
1850,,23,56,45.5,36,76,57.8,37,7.5,2018
1851,,24,58,46.7,35,82,60.3,39,8.166666667,2018
1852,,25,54,48,45,97,70,54,8.888888889,2018
1853,,26,55,48.4,44,97,75.9,51,9.111111111,2018
1854,,27,68,53.2,38,100,70.6,39,11.77777778,2018
1855,,28,61,51.7,43,89,58.6,32,10.94444444,2018
1856,,29,66,51.6,38,86,58,37,10.88888889,2018
1857,,30,57,51.9,47,80,65,57,11.05555556,2018
1858,,31,59,50,42,79,60.3,42,10,2018
1859,11,1,60,47.5,37,93,64.1,35,8.611111111,2018
1860,,2,52,47.3,43,93,76,61,8.5,2018
1861,,3,45,43,40,100,95.9,93,6.111111111,2018
1862,,4,46,43.5,41,100,94,85,6.388888889,2018
1863,,5,47,44,37,100,95.7,86,6.666666667,2018
1864,,6,43,38.6,31,89,73.3,62,3.666666667,2018
1865,,7,32,30.3,27,81,75.3,72,-0.944444444,2018
1866,,8,34,31.5,30,85,76.4,66,-0.277777778,2018
1867,,9,30,25.8,16,92,75.8,51,-3.444444444,2018
1868,,10,29,21.5,12,92,67.8,49,-5.833333333,2018
1869,,11,43,31.7,24,85,68.3,53,-0.166666667,2018
1870,,12,26,22.3,17,72,64.3,55,-5.388888889,2018
1871,,13,30,20.5,11,84,66.6,49,-6.388888889,2018
1872,,14,41,29.1,20,78,61.1,40,-1.611111111,2018
1873,,15,48,34.8,22,78,62.4,39,1.555555556,2018
1874,,16,46,39.6,36,86,73.6,58,4.222222222,2018
1875,,17,36,28.7,22,96,88.8,74,-1.833333333,2018
1876,,18,30,20.2,12,88,74.5,54,-6.555555556,2018
1877,,19,39,27,19,85,76.2,62,-2.777777778,2018
1878,,20,34,26.9,19,85,75.4,56,-2.833333333,2018
1879,,21,41,31.8,27,100,90.8,73,-0.111111111,2018
1880,,22,55,41.2,29,96,77.1,53,5.111111111,2018
1881,,23,46,43.7,42,100,85.5,65,6.5,2018
1882,,24,54,42.4,34,96,75.8,52,5.777777778,2018
1883,,25,33,29.4,22,96,84,71,-1.444444444,2018
1884,,26,22,18,13,84,76.2,68,-7.777777778,2018
1885,,27,26,17.9,11,88,73,55,-7.833333333,2018
1886,,28,28,23.6,18,81,70,60,-4.666666667,2018
1887,,29,35,29.3,22,96,87.1,70,-1.5,2018
1888,,30,39,30.3,26,100,93.8,76,-0.944444444,2018
1889,12,1,38,36.7,34,100,96.1,86,2.611111111,2018
1890,,2,38,33.3,29,100,92.4,85,0.722222222,2018
1891,,3,30,28.3,26,88,80.9,72,-2.055555556,2018
1892,,4,25,24.1,23,96,81.6,74,-4.388888889,2018
1893,,5,40,29.4,21,96,76.8,53,-1.444444444,2018
1894,,6,28,22.7,13,88,72.3,60,-5.166666667,2018
1895,,7,29,19.6,11,92,76.3,56,-6.888888889,2018
1896,,8,33,24.3,15,91,74.8,52,-4.277777778,2018
1897,,9,33,23.6,16,92,80.8,64,-4.666666667,2018
1898,,10,36,24.6,15,92,79.5,55,-4.111111111,2018
1899,,11,45,34.1,25,85,72.3,53,1.166666667,2018
1900,,12,40,31.5,23,100,85.3,68,-0.277777778,2018
1901,,13,38,34,30,96,87.2,76,1.111111111,2018
1902,,14,45,32.1,26,96,78.2,34,0.055555556,2018
1903,,15,51,34.8,22,96,64.8,31,1.555555556,2018
1904,,16,50,36,27,92,70.1,44,2.222222222,2018
1905,,17,48,35.4,25,96,69.8,39,1.888888889,2018
1906,,18,55,41,31,79,65.3,38,5,2018
1907,,19,54,45.7,41,89,75.3,59,7.611111111,2018
1908,,20,40,34.6,30,97,90.1,82,1.444444444,2018
1909,,21,31,26.7,24,96,85,72,-2.944444444,2018
1910,,22,34,28.1,20,92,90.9,85,-2.166666667,2018
1911,,23,40,30.3,24,89,72,47,-0.944444444,2018
1912,,24,36,29.1,21,92,82.2,72,-1.611111111,2018
1913,,25,44,35.4,29,100,88,68,1.888888889,2018
1914,,26,41,35.3,30,100,94,89,1.833333333,2018
1915,,27,53,44.8,28,100,94.6,86,7.111111111,2018
1916,,28,28,19.8,13,92,86.1,81,-6.777777778,2018
1917,,29,19,14.2,11,88,83.9,77,-9.888888889,2018
1918,,30,40,28.6,17,82,73.8,60,-1.888888889,2018
1919,,31,36,31.6,20,100,88.7,75,-0.222222222,2018
1920,2019,1,18,14.1,11,88,77.9,70,-9.944444444,2019
1921,,2,32,23,16,84,72.8,56,-5,2019
1922,,3,49,33.9,21,85,67,44,1.055555556,2019
1923,,4,51,37.9,28,85,71.9,50,3.277777778,2019
1924,,5,56,41.5,30,92,73.6,45,5.277777778,2019
1925,,6,46,39.3,34,90,84.2,76,4.055555556,2019
1926,,7,49,46,38,100,85.3,66,7.777777778,2019
1927,,8,46,38.3,29,86,61.6,40,3.5,2019
1928,,9,28,21.6,19,74,60.9,50,-5.777777778,2019
1929,,10,34,24.7,17,78,67,52,-4.055555556,2019
1930,,11,35,30.4,25,92,78.5,67,-0.888888889,2019
1931,,12,30,29.2,28,96,92.6,85,-1.555555556,2019
1932,,13,33,25.3,17,100,85.6,70,-3.722222222,2019
1933,,14,29,24.1,16,100,94.5,88,-4.388888889,2019
1934,,15,33,30.7,28,100,95,85,-0.722222222,2019
1935,,16,31,24.4,19,89,81.9,75,-4.222222222,2019
1936,,17,29,27.4,25,100,87.9,78,-2.555555556,2019
1937,,18,25,21.1,18,96,83.7,71,-6.055555556,2019
1938,,19,17,11.1,3,88,78.9,67,-11.61111111,2019
1939,,20,9,5.2,2,84,77,69,-14.88888889,2019
1940,,21,19,12.2,3,80,71.6,61,-11,2019
1941,,22,28,23.6,19,100,89.9,77,-4.666666667,2019
1942,,23,21,15.8,12,92,85.4,74,-9,2019
1943,,24,23,12.6,-1,88,74.5,63,-10.77777778,2019
1944,,25,19,4.5,-8,83,75.5,67,-15.27777778,2019
1945,,26,28,13.6,-1,88,80.3,73,-10.22222222,2019
1946,,27,29,10.2,0,92,83.8,75,-12.11111111,2019
1947,,28,38,16.8,3,92,76.3,67,-8.444444444,2019
1948,,29,6,-2,-15,78,65.1,52,-18.88888889,2019
1949,,30,-7,-14.2,-20,75,62.1,53,-25.66666667,2019
1950,,31,5,-2.6,-14,80,71.1,64,-19.22222222,2019
1951,2,1,26,12.4,-1,91,77.7,66,-10.88888889,2019
1952,,2,43,38.8,29,100,97.1,85,3.777777778,2019
1953,,3,49,46,43,100,99.7,96,7.777777778,2019
1954,,4,50,24.4,12,100,83.9,68,-4.222222222,2019
1955,,5,19,14.8,8,96,83.1,67,-9.555555556,2019
1956,,6,24,20.1,16,96,93,88,-6.611111111,2019
1957,,7,20,10.7,1,96,83.3,66,-11.83333333,2019
1958,,8,10,3.5,-3,73,65.2,53,-15.83333333,2019
1959,,9,24,14.1,3,80,67.3,53,-9.944444444,2019
1960,,10,28,24.9,23,92,84.2,69,-3.944444444,2019
1961,,11,28,26.5,24,96,91,88,-3.055555556,2019
1962,,12,26,21.3,9,96,83.5,67,-5.944444444,2019
1963,,13,30,17.8,4,82,70.9,55,-7.888888889,2019
1964,,14,40,23,6,89,77.8,69,-5,2019
1965,,15,13,6.7,2,80,73,69,-14.05555556,2019
1966,,16,22,15.6,1,100,79.4,57,-9.111111111,2019
1967,,17,27,23.7,20,96,89.8,80,-4.611111111,2019
1968,,18,21,15.3,2,96,82.3,65,-9.277777778,2019
1969,,19,24,13.3,-1,100,84.9,68,-10.38888889,2019
1970,,20,31,26.1,18,96,88,72,-3.277777778,2019
1971,,21,33,21.5,11,92,73,48,-5.833333333,2019
1972,,22,32,26.7,16,89,74,60,-2.944444444,2019
1973,,23,34,32.4,27,100,97.9,88,0.222222222,2019
1974,,24,26,14,3,92,79.6,68,-10,2019
1975,,25,12,6.3,0,80,67,49,-14.27777778,2019
1976,,26,18,13.4,6,96,81.3,70,-10.33333333,2019
1977,,27,16,12,7,96,80.1,64,-11.11111111,2019
1978,,28,21,15.2,8,73,63,52,-9.333333333,2019
1979,3,1,31,22.6,14,84,70.5,57,-5.222222222,2019
1980,,2,20,14.2,8,88,76.8,65,-9.888888889,2019
1981,,3,7,0.7,-4,76,65,55,-17.38888889,2019
1982,,4,11,3,-5,76,66.6,59,-16.11111111,2019
1983,,5,18,12.3,8,77,66.1,56,-10.94444444,2019
1984,,6,32,19.2,5,84,65.5,50,-7.111111111,2019
1985,,7,24,20.1,17,92,81.7,65,-6.611111111,2019
1986,,8,36,30.1,24,96,86.1,73,-1.055555556,2019
1987,,9,35,33.8,32,100,93,78,1,2019
1988,,10,34,28.5,23,81,69.3,50,-1.944444444,2019
1989,,11,43,33,24,84,66.3,45,0.555555556,2019
1990,,12,43,40.2,31,100,89.5,67,4.555555556,2019
1991,,13,56,48.2,42,100,93.7,80,9,2019
1992,,14,51,40.4,34,93,84.1,71,4.666666667,2019
1993,,15,46,35.2,29,82,64,47,1.777777778,2019
1994,,16,50,36.4,26,89,70.3,44,2.444444444,2019
1995,,17,43,35.4,29,92,75,56,1.888888889,2019
1996,,18,46,36.7,26,96,61.5,31,2.611111111,2019
1997,,19,50,40.3,31,93,66,38,4.611111111,2019
1998,,20,55,39.7,33,100,83.6,42,4.277777778,2019
1999,,21,54,42.2,30,92,66.5,41,5.666666667,2019
2000,,22,58,45,32,89,57.3,29,7.222222222,2019
2001,,23,54,45.6,34,79,60,40,7.555555556,2019
2002,,24,51,46,43,97,90.1,73,7.777777778,2019
2003,,25,49,41.8,36,89,76.5,56,5.444444444,2019
2004,,26,56,44,30,92,66.7,43,6.666666667,2019
2005,,27,70,56.3,42,65,52,33,13.5,2019
2006,,28,57,49.3,44,80,63.9,48,9.611111111,2019
2007,,29,50,42.5,39,86,68.8,46,5.833333333,2019
2008,,30,42,36.4,30,79,58.5,40,2.444444444,2019
2009,,31,45,34.1,22,82,52.8,30,1.166666667,2019
2010,4,1,59,45.9,31,72,46.8,24,7.722222222,2019
2011,,2,54,41.2,34,92,69.1,34,5.111111111,2019
2012,,3,53,44.2,35,86,71.6,47,6.777777778,2019
2013,,4,56,47.6,44,86,76.8,62,8.666666667,2019
2014,,5,64,51.5,43,97,79.3,54,10.83333333,2019
2015,,6,76,59.2,47,93,70.4,40,15.11111111,2019
2016,,7,70,59.6,53,96,80.4,55,15.33333333,2019
2017,,8,80,63.9,47,86,52.2,27,17.72222222,2019
2018,,9,66,56.9,47,80,48.4,28,13.83333333,2019
2019,,10,50,44.4,40,86,77.9,68,6.888888889,2019
2020,,11,61,45.8,36,86,68.5,44,7.666666667,2019
2021,,12,40,36,33,66,54.9,43,2.222222222,2019
2022,,13,51,40.1,27,78,55.5,38,4.5,2019
2023,,14,51,41.6,32,73,52.8,35,5.333333333,2019
2024,,15,73,56.5,39,65,47.8,32,13.61111111,2019
2025,,16,76,65,51,74,53.4,37,18.33333333,2019
2026,,17,76,63.1,47,87,68.8,53,17.27777778,2019
2027,,18,55,49.1,45,76,63.8,51,9.5,2019
2028,,19,64,52.1,40,83,50.4,25,11.16666667,2019
2029,,20,74,59.8,42,62,41.2,26,15.44444444,2019
2030,,21,84,70.4,54,64,41.5,28,21.33333333,2019
2031,,22,72,61.5,48,83,65,42,16.38888889,2019
2032,,23,66,54,46,87,61.3,29,12.22222222,2019
2033,,24,69,56.7,46,86,68.7,45,13.72222222,2019
2034,,25,63,55,49,97,73.6,49,12.77777778,2019
2035,,26,65,55.2,43,58,35.4,19,12.88888889,2019
2036,,27,53,42.2,37,93,80.6,48,5.666666667,2019
2037,,28,54,44,31,96,67.2,40,6.666666667,2019
2038,,29,65,52.6,46,96,71.1,31,11.44444444,2019
2039,,30,50,48,46,97,90.7,74,8.888888889,2019
2040,5,1,54,48,45,100,88.9,72,8.888888889,2019
2041,,2,62,52.3,45,89,66.9,44,11.27777778,2019
2042,,3,59,51.4,43,80,65.8,48,10.77777778,2019
2043,,4,69,56.4,42,89,63.4,40,13.55555556,2019
2044,,5,77,64.3,54,86,62,33,17.94444444,2019
2045,,6,67,57.6,52,97,74.6,48,14.22222222,2019
2046,,7,61,55.4,50,77,63.6,52,13,2019
2047,,8,69,54.3,47,96,84.1,68,12.38888889,2019
2048,,9,47,43.7,38,86,74.4,63,6.5,2019
2049,,10,63,52.9,40,89,57.7,31,11.61111111,2019
2050,,11,55,50.8,46,90,75.2,61,10.44444444,2019
2051,,12,53,47.7,42,93,81.6,66,8.722222222,2019
2052,,13,65,48.5,35,100,73.8,40,9.166666667,2019
2053,,14,70,57.3,50,89,76.9,59,14.05555556,2019
2054,,15,77,64.5,49,93,67.4,43,18.05555556,2019
2055,,16,91,75.3,62,90,63.4,36,24.05555556,2019
2056,,17,81,67.6,63,100,85.4,60,19.77777778,2019
2057,,18,78,66.9,59,97,80.4,58,19.38888889,2019
2058,,19,60,54.1,47,93,83.8,69,12.27777778,2019
2059,,20,55,48.5,41,82,69.1,57,9.166666667,2019
2060,,21,57,49.3,47,96,88.7,74,9.611111111,2019
2061,,22,72,62.4,53,89,65.1,42,16.88888889,2019
2062,,23,71,61.9,49,87,60.7,41,16.61111111,2019
2063,,24,79,62.4,55,100,86.7,64,16.88888889,2019
2064,,25,78,71.5,66,93,74.8,61,21.94444444,2019
2065,,26,76,67.8,59,93,73.1,57,19.88888889,2019
2066,,27,78,69,58,93,79.3,60,20.55555556,2019
2067,,28,60,56.3,53,97,91.8,81,13.5,2019
2068,,29,76,63.7,58,100,86.1,57,17.61111111,2019
2069,,30,75,62.8,55,97,77.3,40,17.11111111,2019
2070,,31,85,71.1,57,93,66.4,43,21.72222222,2019
2071,6,1,82,70.7,62,87,59.5,37,21.5,2019
2072,,2,78,67.1,53,71,44.5,27,19.5,2019
2073,,3,72,64.8,57,84,66.3,48,18.22222222,2019
2074,,4,84,73.3,61,87,72.9,55,22.94444444,2019
2075,,5,89,78.4,68,90,62.2,37,25.77777778,2019
2076,,6,83,77.7,71,70,60,47,25.38888889,2019
2077,,7,86,77.7,68,81,55.3,34,25.38888889,2019
2078,,8,84,76,65,75,49.1,31,24.44444444,2019
2079,,9,79,69.8,59,84,58.1,39,21,2019
2080,,10,81,68.5,53,61,37.7,21,20.27777778,2019
2081,,11,80,67,56,87,51,27,19.44444444,2019
2082,,12,73,64.4,56,96,58.4,23,18,2019
2083,,13,74,63.3,48,74,46.7,29,17.38888889,2019
2084,,14,76,67.9,60,79,62.8,51,19.94444444,2019
2085,,15,88,71.3,66,93,78.1,46,21.83333333,2019
2086,,16,79,68.5,63,97,80.1,52,20.27777778,2019
2087,,17,79,70.3,62,93,74.9,47,21.27777778,2019
2088,,18,77,70,66,90,77.4,45,21.11111111,2019
2089,,19,71,66.4,64,96,87.1,73,19.11111111,2019
2090,,20,78,66.1,57,100,82.1,52,18.94444444,2019
2091,,21,73,67.1,64,97,85.1,71,19.5,2019
2092,,22,79,67.9,61,97,89.2,72,19.94444444,2019
2093,,23,73,69.1,66,97,84.4,73,20.61111111,2019
2094,,24,78,68.7,62,93,71.9,42,20.38888889,2019
2095,,25,83,73,65,87,65.2,45,22.77777778,2019
2096,,26,84,74.5,65,93,72.2,44,23.61111111,2019
2097,,27,89,80.8,71,87,72,57,27.11111111,2019
2098,,28,86,78.4,71,82,73,57,25.77777778,2019
2099,,29,94,82.8,70,87,71.6,54,28.22222222,2019
2100,,30,92,85,78,81,67.4,54,29.44444444,2019
2101,7,1,91,82,75,85,66.6,48,27.77777778,2019
2102,,2,92,80.2,72,87,70.6,44,26.77777778,2019
2103,,3,89,75.2,69,93,79.5,53,24,2019
2104,,4,87,78.3,70,93,73.5,55,25.72222222,2019
2105,,5,87,78.9,71,90,72.5,57,26.05555556,2019
2106,,6,85,74.8,70,90,77.4,56,23.77777778,2019
2107,,7,83,75.9,68,87,64.2,44,24.38888889,2019
2108,,8,85,77,69,78,63.3,51,25,2019
2109,,9,89,80.1,70,79,66.2,46,26.72222222,2019
2110,,10,85,77.1,71,87,62,40,25.05555556,2019
2111,,11,84,74.6,66,81,65.4,49,23.66666667,2019
2112,,12,89,78,65,90,63.7,40,25.55555556,2019
2113,,13,89,79.6,69,87,67.9,49,26.44444444,2019
2114,,14,92,83.3,73,87,62,38,28.5,2019
2115,,15,89,80.4,73,82,65,45,26.88888889,2019
2116,,16,89,79.2,69,87,69.7,50,26.22222222,2019
2117,,17,85,76.5,69,93,77.8,64,24.72222222,2019
2118,,18,95,86.4,78,82,66.1,50,30.22222222,2019
2119,,19,96,87.9,80,76,64.4,52,31.05555556,2019
2120,,20,91,77.7,68,93,77.9,57,25.38888889,2019
